abundance,year,latitude,longitude,genus,species,genus_species,region,mean_summer_sst_degC
1,2005,25.5,121.5,Dasyatis,akajei,Dasyatis_akajei,Temperate,27.326667785644535
1,2000,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.681001027425133
1,2001,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,28.034334818522133
3,2001,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,28.034334818522133
4,2005,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.326667785644535
2,2007,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,28.133001327514634
1,2010,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.467667897542334
1,2011,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.630334854126
1,2012,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.679334004720065
1,2012,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.679334004720065
1,2013,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.922667821248368
1,2013,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.922667821248368
1,2013,25.5,121.5,Dasyatis,bennettii,Dasyatis_bennettii,Temperate,27.922667821248368
1,2001,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,28.034334818522133
1,2001,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,28.034334818522133
53,2002,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.707001368204732
36750,2002,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.707001368204732
3,2002,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.707001368204732
1,2002,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.707001368204732
41,2003,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.583001454671233
15,2003,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.583001454671233
1,2007,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,28.133001327514634
1,2007,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,28.133001327514634
30,2009,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.622001012166333
11,2009,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.622001012166333
3,2013,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.922667821248368
1,2013,25.5,121.5,Decapterus,macarellus,Decapterus_macarellus,Temperate,27.922667821248368
4,2000,25.5,121.5,Decapterus,macrosoma,Decapterus_macrosoma,Temperate,27.681001027425133
1,2008,25.5,121.5,Decapterus,macrosoma,Decapterus_macrosoma,Temperate,27.669668197631832
8,2000,25.5,121.5,Decapterus,russelli,Decapterus_russelli,Temperate,27.681001027425133
2,2001,25.5,121.5,Decapterus,russelli,Decapterus_russelli,Temperate,28.034334818522133
2,2001,25.5,121.5,Decapterus,russelli,Decapterus_russelli,Temperate,28.034334818522133
6,2010,25.5,121.5,Decapterus,russelli,Decapterus_russelli,Temperate,27.467667897542334
1,2003,25.5,121.5,Dendrochirus,zebra,Dendrochirus_zebra,Temperate,27.583001454671233
1,2005,25.5,121.5,Dendrochirus,zebra,Dendrochirus_zebra,Temperate,27.326667785644535
1,2012,25.5,121.5,Dendrochirus,zebra,Dendrochirus_zebra,Temperate,27.679334004720065
1,2008,25.5,121.5,Dentex,abei,Dentex_abei,Temperate,27.669668197631832
12,2000,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.681001027425133
1,2000,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.681001027425133
2,2000,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.681001027425133
51,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
222,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
343,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
43,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
7,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
3,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
3,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
1,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
10,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
5,2001,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.034334818522133
9,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
107,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
323,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
96,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
55,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
1,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
1,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
1,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
2,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
1,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
1,2002,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.707001368204732
21,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
26,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
86,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
21,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
17,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
18,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
6,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
7,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
9,2003,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.583001454671233
13,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
38,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
118,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
48,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
36,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
49,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
10,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
34,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
18,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
13,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
2,2004,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.7346674601237
73,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
5,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
109,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
36,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
5,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
1,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
5,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
3,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
1,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
37,2005,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.326667785644535
5,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
1,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
14,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
34,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
6,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
2,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
1,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
2,2006,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.650334040323866
28,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
36,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
584,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
77,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
29,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
9,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
3,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
4,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
7,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
2,2007,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.133001327514634
8,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
7,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
6,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
217,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
6,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
14,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
9,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
12,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
5,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
1,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
1,2008,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.669668197631832
8,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
9,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
141,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
169,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
49,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
11,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
10,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
8,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
45,2009,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.622001012166333
1,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
3,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
18,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
39,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
177,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
186,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
98,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
56,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
25,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
4,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
2,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
9,2010,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.467667897542334
2,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
3,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
5,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
14,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
59,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
41,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
28,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
16,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
9,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
12,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
8,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
2,2011,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.630334854126
2,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
2,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
3,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
78,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
28,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
11,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
9,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
8,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
25,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
4,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
2,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
9,2012,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.679334004720065
2,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
8,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
15,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
48,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
44,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
62,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
41,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
77,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
11,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
2,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
10,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
9,2013,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,27.922667821248368
3,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
3,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
11,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
44,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
31,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
28,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
18,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
16,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
8,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
12,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
2,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
3,2014,25.5,121.5,Diodon,holocanthus,Diodon_holocanthus,Temperate,28.082000732421868
11,2005,25.5,121.5,Diodon,hystrix,Diodon_hystrix,Temperate,27.326667785644535
1,2004,25.5,121.5,Diploprion,bifasciatum,Diploprion_bifasciatum,Temperate,27.7346674601237
2,2006,25.5,121.5,Doryichthys,boaja,Doryichthys_boaja,Temperate,27.650334040323866
1,2006,25.5,121.5,Doryichthys,boaja,Doryichthys_boaja,Temperate,27.650334040323866
1,2006,25.5,121.5,Doryichthys,boaja,Doryichthys_boaja,Temperate,27.650334040323866
4,2005,25.5,121.5,Drepane,punctata,Drepane_punctata,Temperate,27.326667785644535
1,2000,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.681001027425133
1,2001,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,28.034334818522133
1,2003,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.583001454671233
1,2004,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.7346674601237
1,2004,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.7346674601237
1,2005,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.326667785644535
1,2006,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.650334040323866
1,2007,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,28.133001327514634
1,2010,25.5,121.5,Echeneis,naucrates,Echeneis_naucrates,Temperate,27.467667897542334
2,2005,25.5,121.5,Encrasicholina,heteroloba,Encrasicholina_heteroloba,Temperate,27.326667785644535
35,2006,25.5,121.5,Encrasicholina,heteroloba,Encrasicholina_heteroloba,Temperate,27.650334040323866
2,2001,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,28.034334818522133
1,2001,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,28.034334818522133
20,2002,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,27.707001368204732
2,2004,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,27.7346674601237
10,2004,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,27.7346674601237
12,2006,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,27.650334040323866
158220,2006,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,27.650334040323866
1,2006,25.5,121.5,Encrasicholina,punctifer,Encrasicholina_punctifer,Temperate,27.650334040323866
1,2001,25.5,121.5,Engraulis,japonicus,Engraulis_japonicus,Temperate,28.034334818522133
24,2003,25.5,121.5,Engraulis,japonicus,Engraulis_japonicus,Temperate,27.583001454671233
115,2004,25.5,121.5,Engraulis,japonicus,Engraulis_japonicus,Temperate,27.7346674601237
2,2005,25.5,121.5,Engraulis,japonicus,Engraulis_japonicus,Temperate,27.326667785644535
3,2006,25.5,121.5,Engraulis,japonicus,Engraulis_japonicus,Temperate,27.650334040323866
2,2011,25.5,121.5,Engraulis,japonicus,Engraulis_japonicus,Temperate,27.630334854126
2,2006,25.5,121.5,Engyprosopon,maldivensis,Engyprosopon_maldivensis,Temperate,27.650334040323866
1,2001,25.5,121.5,Entomacrodus,striatus,Entomacrodus_striatus,Temperate,28.034334818522133
1,2006,25.5,121.5,Entomacrodus,striatus,Entomacrodus_striatus,Temperate,27.650334040323866
1,2009,25.5,121.5,Epinephelus,corallicola,Epinephelus_corallicola,Temperate,27.622001012166333
1,2001,25.5,121.5,Epinephelus,macrospilos,Epinephelus_macrospilos,Temperate,28.034334818522133
3,2002,25.5,121.5,Epinephelus,macrospilos,Epinephelus_macrospilos,Temperate,27.707001368204732
1,2007,25.5,121.5,Epinephelus,macrospilos,Epinephelus_macrospilos,Temperate,28.133001327514634
2,2005,25.5,121.5,Equulites,leuciscus,Equulites_leuciscus,Temperate,27.326667785644535
3,2005,25.5,121.5,Equulites,leuciscus,Equulites_leuciscus,Temperate,27.326667785644535
1,2006,25.5,121.5,Equulites,leuciscus,Equulites_leuciscus,Temperate,27.650334040323866
40,2004,25.5,121.5,Etrumeus,teres,Etrumeus_teres,Temperate,27.7346674601237
2,2001,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,28.034334818522133
1,2001,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,28.034334818522133
1,2002,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.707001368204732
110,2004,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.7346674601237
1,2004,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.7346674601237
6,2005,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.326667785644535
21,2005,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.326667785644535
1,2005,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.326667785644535
1,2005,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.326667785644535
5,2006,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.650334040323866
48,2006,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.650334040323866
1,2006,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.650334040323866
2,2006,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.650334040323866
2,2006,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.650334040323866
4,2007,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,28.133001327514634
1,2007,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,28.133001327514634
1,2009,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.622001012166333
1,2010,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.467667897542334
11,2011,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.630334854126
4,2013,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,27.922667821248368
1,2014,25.5,121.5,Eubleekeria,splendens,Eubleekeria_splendens,Temperate,28.082000732421868
1,2007,25.5,121.5,Euleptorhamphus,viridis,Euleptorhamphus_viridis,Temperate,28.133001327514634
3,2000,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.681001027425133
1,2001,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,28.034334818522133
2,2001,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,28.034334818522133
1,2001,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,28.034334818522133
2,2001,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,28.034334818522133
1,2002,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.707001368204732
2,2002,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.707001368204732
1,2002,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.707001368204732
3,2002,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.707001368204732
1,2003,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.583001454671233
2,2003,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.583001454671233
2,2003,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.583001454671233
1,2004,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.7346674601237
2,2004,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.7346674601237
2,2004,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.7346674601237
2,2005,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.326667785644535
3,2006,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.650334040323866
2,2006,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.650334040323866
1,2006,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.650334040323866
1,2007,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,28.133001327514634
1,2011,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.630334854126
1,2013,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.922667821248368
1,2013,25.5,121.5,Fistularia,petimba,Fistularia_petimba,Temperate,27.922667821248368
1,2001,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,28.034334818522133
13,2001,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,28.034334818522133
1,2001,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,28.034334818522133
2,2003,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.583001454671233
88,2004,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.7346674601237
1,2004,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.7346674601237
335,2005,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.326667785644535
7,2005,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.326667785644535
1,2006,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.650334040323866
78,2006,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.650334040323866
91,2006,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.650334040323866
3,2006,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.650334040323866
3,2006,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,27.650334040323866
8,2007,25.5,121.5,Gazza,minuta,Gazza_minuta,Temperate,28.133001327514634
